Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28/03/2016,536,536.75,523,524.45,528.132060639,103036,3462,54416615,26288,25.51,13.75,-11.55
23/03/2016,534.45,535.2,526,532.5,532.0630140717,580172,3338,308688063,529562,91.28,9.2,-1.95
22/03/2016,539,539,531.6,536.5,534.8164916265,77506,3089,41451487,24229,31.26,7.4,-2.5
21/03/2016,532,538.9,528,535.95,533.5322970672,106279,3636,56703279,30537,28.73,10.9,3.95
18/03/2016,530,530.6,518,528.35,525.1925875026,341990,4532,179610613,217176,63.5,12.6,-1.65
17/03/2016,536,536.5,522,524.45,530.1539001485,270682,4789,143503118,147900,54.64,14.5,-11.55
16/03/2016,524.5,534.75,516.8,532.65,521.3469651517,696361,4860,363045694,566648,81.37,17.95,8.15
15/03/2016,535,538,521.6,524.7,527.0339440465,126355,3807,66593374,35018,27.71,16.4,-10.3
14/03/2016,541.5,543.5,534,538.05,538.8221436763,106378,3339,57318822,26109,24.54,9.5,-3.45
11/03/2016,533.15,538.8,531.25,534.7,536.8879697682,201642,2721,108259164,132278,65.6,7.55,1.55
10/03/2016,539,539.9,530.2,534.45,535.0609394465,147704,4323,79030641,29623,20.06,9.7,-4.55
09/03/2016,532,534.65,522,529.95,527.4772873375,119779,4770,63180702,19025,15.88,12.65,-2.05
08/03/2016,540,549.5,529,531.5,536.8907107005,137470,3839,73806366,40649,29.57,20.5,-8.5
04/03/2016,531.65,545,530.1,539.1,539.2862800612,303755,6358,163810904,133370,43.91,14.9,7.45
03/03/2016,530,531,524.5,528.2,527.727672495,114612,3507,60483924,18584,16.21,6.5,-1.8
02/03/2016,524,531.85,520,525.15,523.8936156232,745711,4672,390673232,622819,83.52,11.85,1.15
01/03/2016,515,521.25,509.25,517.5,516.2930607344,118269,5433,61061464,19600,16.57,12,2.5
29/02/2016,527,528.75,505.55,515,514.6596679742,179986,5713,92631535,61846,34.36,23.2,-12
26/02/2016,517,527.3,517,523.75,523.5584774564,66205,2145,34662189,17723,26.77,10.3,6.75
25/02/2016,515,520.75,510.5,518.25,517.5929800936,57921,2033,29979503,15534,26.82,10.25,3.25
24/02/2016,523,523,510.6,513.8,514.7231662549,86626,2493,44588409,16377,18.91,12.4,-9.2
23/02/2016,532,532.5,517.8,522.6,522.8691742919,100653,2814,52628351,33156,32.94,14.7,-9.4
22/02/2016,534.8,534.8,525,530.5,529.6918456529,59269,1596,31394306,18107,30.55,9.8,-4.3
19/02/2016,528,530,519.6,523.05,525.0446784505,106360,3438,55843752,25972,24.42,10.4,-4.95
18/02/2016,524.55,529.45,520.55,525.35,524.5777129698,105954,3638,55581107,25877,24.42,8.9,0.8
17/02/2016,524.1,525.25,513.8,519.7,518.2261291613,309876,6892,160585840,147384,47.56,11.45,-4.4
16/02/2016,549,550,520.6,524.05,533.0939360429,396078,8668,211146780,169628,42.83,29.4,-24.95
15/02/2016,535,541.75,528.5,540.2,539.1669170781,531126,3625,286365568,418612,78.82,13.25,5.2
12/02/2016,540.1,542.2,525,528.6,533.2853183765,226964,6403,121036569,54445,23.99,17.2,-11.5
11/02/2016,533,548.5,518,541,535.5786315425,427284,12800,228844180,64592,15.12,30.5,8
