2016,0.75131204316755273
2015,0.8488840243615241
2014,0.8495421619548813
2013,0.92122791851336705
2012,0.95134325101863992
2011,0.95630786696592163
2010,0.034863686232665655
2009,-0.2105614173982934
2008,-0.29120663844446198
2007,-0.30249269787059313
2006,-0.25008759305104555
2005,-0.089457681309995749
2004,0.069718995781986884
2003,0.21053418272038324
2002,0.27898028608093645
2001,0.32485397008813277
2000,0.36975379180731138
1999,0.28915911126293881
1998,0.12683274499934827
1997,-0.0045461651643781973
1996,-0.072494721923736655
1995,-0.11243928423768272
1994,-0.16145787513357174
1993,-0.16208169736490555
1992,-0.16593419680498045
