2014,Price
294,1261
2014,Price
293,1279.4
2014,Price
290,1267.7
2014,Price
289,1278.8
2014,Price
287,1284.95
2014,Price
286,1321.4
2014,Price
283,1363
2014,Price
282,1385.75
2014,Price
281,1380.25
2014,Price
280,1400.2
2014,Price
274,1395
2014,Price
273,1393
2014,Price
272,1400
2014,Price
269,1400
2014,Price
268,1384
2014,Price
267,1365.9
2014,Price
266,1372
2014,Price
265,1375
2014,Price
262,1401.9
2014,Price
261,1395
2014,Price
260,1401.5
2014,Price
259,1378.8
2014,Price
258,1387
2014,Price
255,1392
2014,Price
254,1385.5
2014,Price
253,1397.6
2014,Price
252,1411
2014,Price
251,1420.45
2014,Price
248,1418
2014,Price
247,1421
2014,Price
246,1420
2014,Price
245,1419.5
2014,Price
244,1418
2014,Price
240,1410
2014,Price
239,1413.9
2014,Price
238,1405.25
2014,Price
237,1410.85
2014,Price
234,1395.9
2014,Price
233,1382
2014,Price
232,1380.3
2014,Price
231,1379.8
2014,Price
230,1330.55
2014,Price
226,1334.75
2014,Price
225,1323.75
2014,Price
224,1321.05
2014,Price
223,1322.3
2014,Price
220,1245.4
2014,Price
219,1258
2014,Price
218,1246.8
2014,Price
217,1232.15
2014,Price
216,1194.95
2014,Price
213,1194
2014,Price
212,1222.95
2014,Price
211,1224.5
2014,Price
209,1224.15
2014,Price
206,1220
2014,Price
205,1207.6
2014,Price
204,1199.75
2014,Price
203,1193.6
2014,Price
202,1195
2014,Price
199,1193.75
2014,Price
198,1191.7
2014,Price
197,1222.9
2014,Price
196,1201.6
2014,Price
195,1178
2014,Price
192,1175
2014,Price
191,1201.2
2014,Price
190,1213
2014,Price
189,1251
2014,Price
188,1245
2014,Price
185,1240
2014,Price
184,1244
2014,Price
183,1228.55
2014,Price
182,1198
2014,Price
181,1164.65
2014,Price
178,1176
2014,Price
177,1194
2014,Price
176,1193.8
2014,Price
175,1181.45
2014,Price
174,1164.9
2014,Price
171,1178.3
2014,Price
170,1185
2014,Price
169,1192
2014,Price
168,1199
2014,Price
167,1226.25
2014,Price
164,1255.4
2014,Price
163,1232.5
2014,Price
162,1238
2014,Price
161,1239
2014,Price
160,1240
2014,Price
157,1236
2014,Price
156,1218.15
2014,Price
155,1244.75
2014,Price
154,1245
2014,Price
153,1268.75
2014,Price
150,1264.65
2014,Price
149,1183.8
2014,Price
148,1205
2014,Price
147,1243
2014,Price
146,1252.7
2014,Price
143,1165
2014,Price
142,1171.9
2014,Price
141,1159.8
2014,Price
140,1148.5
2014,Price
139,1133.05
2014,Price
136,1180.55
2014,Price
135,1112.7
2014,Price
134,1112.8
2014,Price
133,1175
2014,Price
132,1139
2014,Price
129,1110
2014,Price
128,1073
2014,Price
127,1072
2014,Price
126,1067.5
2014,Price
125,1070.65
2014,Price
122,1068
2014,Price
120,1091
2014,Price
119,1080
2014,Price
118,1073.55
2014,Price
115,1078
2014,Price
113,1041
2014,Price
112,1045
2014,Price
111,1039.4
2014,Price
107,999.8
2014,Price
106,992.8
2014,Price
105,1005
2014,Price
101,1020
2014,Price
100,1026
2014,Price
99,1022.5
2014,Price
97,1015
2014,Price
94,1006
2014,Price
93,1009.45
2014,Price
92,1008
2014,Price
91,1003.2
2014,Price
90,984.5
2014,Price
87,974
2014,Price
86,974.95
2014,Price
85,988.25
2014,Price
84,994.55
2014,Price
83,995
2014,Price
81,984.85
2014,Price
80,990
2014,Price
79,991.8
2014,Price
78,1020.65
2014,Price
77,1054
2014,Price
73,1035
2014,Price
72,1024
2014,Price
71,997.1
2014,Price
70,1020
2014,Price
69,1019.15
2014,Price
66,991
2014,Price
65,961
2014,Price
64,958
2014,Price
63,965.45
2014,Price
62,977
2014,Price
59,975
2014,Price
57,965.55
2014,Price
56,949.95
2014,Price
55,945.4
2014,Price
52,938.75
2014,Price
51,941.5
2014,Price
50,947.25
2014,Price
49,940
2014,Price
48,936
2014,Price
45,914
2014,Price
44,910.75
2014,Price
43,901.35
2014,Price
42,902
2014,Price
41,902
2014,Price
38,902.95
2014,Price
37,899.35
2014,Price
36,879.8
2014,Price
35,898.8
2014,Price
34,891
2014,Price
31,896.25
2014,Price
30,877
2014,Price
29,885.45
2014,Price
28,879.5
2014,Price
27,874.85
2014,Price
24,892.4
2014,Price
23,916.05
2014,Price
22,917.1
2014,Price
21,920
2014,Price
20,912.85
2014,Price
17,905
2014,Price
16,907
2014,Price
15,905
2014,Price
14,900
2014,Price
13,890.95
2014,Price
10,894
2014,Price
9,917.55
2014,Price
8,914.8
2014,Price
7,907.35
2014,Price
6,910
2014,Price
3,932
2014,Price
2,958.75
2013,Price
1,952.2
2013,Price
365,956.2
2013,Price
364,972.5
2013,Price
361,971.4
2013,Price
360,969
2013,Price
358,974.8
2013,Price
357,978
2013,Price
354,979
2013,Price
353,955
2013,Price
352,950.5
2013,Price
351,939.4
2013,Price
350,951.5
2013,Price
347,952.5
2013,Price
346,951.5
2013,Price
345,958.85
2013,Price
344,970
2013,Price
343,976.45
2013,Price
340,957
2013,Price
339,959.7
2013,Price
338,953.25
2013,Price
337,959.9
2013,Price
336,961
2013,Price
333,965
2013,Price
332,964.6
2013,Price
331,947.2
2013,Price
330,952.9
2013,Price
329,946.4
2013,Price
326,945.9
2013,Price
325,947.5
2013,Price
324,958.4
2013,Price
323,951
2013,Price
322,947.8
2013,Price
318,929
2013,Price
317,900
2013,Price
316,884
2013,Price
315,887.5
2013,Price
312,898.5
2013,Price
311,915.9
2013,Price
310,911.7
2013,Price
309,924
2013,Price
307,932
2013,Price
305,928
2013,Price
304,897
2013,Price
303,908
2013,Price
302,903.75
2013,Price
301,882.75
2013,Price
298,884.65
2013,Price
297,893.2
2013,Price
296,884.6
2013,Price
295,895
2013,Price
294,894
2013,Price
291,887
2013,Price
290,876.05
2013,Price
288,881.75
2013,Price
287,882.5
2013,Price
284,887.45
2013,Price
283,869.9
2013,Price
282,859
2013,Price
281,874.3
2013,Price
280,870
2013,Price
277,871
2013,Price
276,860.4
2013,Price
274,845.5
2013,Price
273,844.15
2013,Price
270,858.45
2013,Price
269,864.9
2013,Price
268,880
2013,Price
267,883
2013,Price
266,869.9
2013,Price
263,882.5
2013,Price
262,891.4
2013,Price
261,848.9
2013,Price
260,850.8
2013,Price
259,863.1
2013,Price
256,835.6
2013,Price
255,834.8
2013,Price
254,832
2013,Price
253,819.75
2013,Price
249,785
2013,Price
248,797.9
2013,Price
247,789.25
2013,Price
246,775
2013,Price
245,783.45
2013,Price
242,800.65
2013,Price
241,803.2
2013,Price
240,785.65
2013,Price
239,804.9
2013,Price
238,822
2013,Price
235,819.4
2013,Price
234,801.75
2013,Price
233,814.9
2013,Price
232,810
2013,Price
231,854
2013,Price
228,875.9
2013,Price
226,884.75
2013,Price
225,897.85
2013,Price
224,874.5
2013,Price
220,870
2013,Price
219,857.7
2013,Price
218,867.35
2013,Price
217,879
2013,Price
214,873
2013,Price
213,922.5
2013,Price
212,917
2013,Price
211,904.8
2013,Price
210,904
2013,Price
207,895.9
2013,Price
206,907
2013,Price
205,920
2013,Price
204,925
2013,Price
203,904.95
2013,Price
200,898.9
2013,Price
199,892
2013,Price
198,935
2013,Price
197,923.15
2013,Price
196,979
2013,Price
193,924
2013,Price
192,929
2013,Price
191,947.75
2013,Price
190,959.4
2013,Price
189,966
2013,Price
186,989
2013,Price
185,988
2013,Price
184,982.3
2013,Price
183,992.5
2013,Price
182,986.55
2013,Price
179,971.5
2013,Price
178,947.9
2013,Price
177,959.1
2013,Price
176,961
2013,Price
175,945
2013,Price
172,954.45
2013,Price
171,976.9
2013,Price
170,986.9
2013,Price
169,999.4
2013,Price
168,999.9
2013,Price
165,954.05
2013,Price
164,947
2013,Price
163,980
2013,Price
162,968.5
2013,Price
161,984
2013,Price
158,996.2
2013,Price
157,997
2013,Price
156,997.15
2013,Price
155,996
2013,Price
154,989
2013,Price
151,1009
2013,Price
150,1009
2013,Price
149,980
2013,Price
148,975.8
2013,Price
147,967.9
2013,Price
144,979
2013,Price
143,983
2013,Price
142,1005
2013,Price
141,1003
2013,Price
140,1026.45
2013,Price
137,993.9
2013,Price
136,997
2013,Price
135,992.5
2013,Price
134,962.4
2013,Price
133,971.75
2013,Price
131,970
2013,Price
130,977.05
2013,Price
129,961.4
2013,Price
128,965
2013,Price
127,965.6
2013,Price
126,974.4
2013,Price
123,973
2013,Price
122,968.5
2013,Price
120,930.7
2013,Price
119,906.7
2013,Price
116,909
2013,Price
115,918.9
2013,Price
113,900
2013,Price
112,913.75
2013,Price
108,911.4
2013,Price
107,890.7
2013,Price
106,849.6
2013,Price
105,824
2013,Price
102,840.5
2013,Price
101,839.9
2013,Price
100,855
2013,Price
99,850.45
2013,Price
98,848.15
2013,Price
95,854
2013,Price
94,856
2013,Price
93,863.05
2013,Price
92,864.8
2013,Price
91,867
2013,Price
87,868.4
2013,Price
85,873.4
2013,Price
84,881
2013,Price
81,895
2013,Price
80,895.5
2013,Price
79,882.25
2013,Price
78,919.05
2013,Price
77,925.6
2013,Price
74,932
2013,Price
73,922.75
2013,Price
72,915.5
2013,Price
71,929.25
2013,Price
70,921.3
2013,Price
67,905
2013,Price
66,890
2013,Price
65,900
2013,Price
64,908
2013,Price
63,888
2013,Price
60,891.4
2013,Price
59,901.65
2013,Price
58,897.55
2013,Price
57,888.6
2013,Price
56,898.9
2013,Price
53,897.1
2013,Price
52,897.9
2013,Price
51,909.95
2013,Price
50,900
2013,Price
49,899.4
2013,Price
46,902
2013,Price
45,904
2013,Price
44,900.35
2013,Price
43,886.8
2013,Price
42,892
2013,Price
39,906.7
2013,Price
38,897.3
2013,Price
37,892.4
2013,Price
36,892.7
2013,Price
35,898.8
2013,Price
32,899.25
2013,Price
31,900.15
2013,Price
30,903.85
2013,Price
29,909.75
2013,Price
28,918.35
2013,Price
25,903.65
2013,Price
24,884.9
2013,Price
23,894.3
2013,Price
22,895.95
2013,Price
21,889.6
2013,Price
18,904
2013,Price
17,909
2013,Price
16,930
2013,Price
15,945.65
2013,Price
14,947.05
2013,Price
11,965
2013,Price
10,974.8
2013,Price
9,974.55
2013,Price
8,962.9
2013,Price
7,955
2013,Price
4,943.15
2013,Price
3,940.05
2013,Price
2,947.25
2012,Price
1,943.5
2012,Price
366,933
2012,Price
363,937.95
2012,Price
362,950.75
2012,Price
361,950
2012,Price
359,948.2
2012,Price
356,952.2
2012,Price
355,970
2012,Price
354,973.35
2012,Price
353,973.35
2012,Price
352,967
2012,Price
349,952.5
2012,Price
348,956.75
2012,Price
347,954.5
2012,Price
346,932.5
2012,Price
345,942
2012,Price
342,948.9
2012,Price
341,940
2012,Price
340,947.4
2012,Price
339,955.7
2012,Price
338,964.45
2012,Price
335,949.9
2012,Price
334,942.5
2012,Price
332,936.65
2012,Price
331,960.95
2012,Price
328,957.2
2012,Price
327,959.9
2012,Price
326,951
2012,Price
325,942.6
2012,Price
324,913.4
2012,Price
321,911
2012,Price
320,910
2012,Price
318,909.5
2012,Price
317,917
2012,Price
314,923.45
2012,Price
313,923.05
2012,Price
312,926
2012,Price
311,918
2012,Price
310,919.15
2012,Price
307,920.65
2012,Price
306,903.5
2012,Price
305,888.65
2012,Price
304,898.9
2012,Price
303,899.1
2012,Price
300,882
2012,Price
299,863.55
2012,Price
297,840
2012,Price
296,838.4
2012,Price
293,840
2012,Price
292,840.65
2012,Price
291,836
2012,Price
290,864.95
2012,Price
289,862.5
2012,Price
286,861.9
2012,Price
285,857.25
2012,Price
284,865
2012,Price
283,875.35
2012,Price
282,871.9
2012,Price
279,878.5
2012,Price
278,875.3
2012,Price
277,875.9
2012,Price
275,871.7
2012,Price
272,871.5
2012,Price
271,868.9
2012,Price
270,858.95
2012,Price
269,852
2012,Price
268,841.75
2012,Price
265,821
2012,Price
264,802
2012,Price
262,807
2012,Price
261,795
2012,Price
258,787.15
2012,Price
257,768
2012,Price
256,767
2012,Price
255,765.7
2012,Price
254,774.5
2012,Price
252,767
2012,Price
251,774
2012,Price
250,761
2012,Price
249,762.4
2012,Price
248,765.85
2012,Price
247,774.8
2012,Price
244,775
2012,Price
243,780
2012,Price
242,777
2012,Price
241,778
2012,Price
240,778.35
2012,Price
237,764.75
2012,Price
236,789.4
2012,Price
235,790
2012,Price
234,787
2012,Price
230,777
2012,Price
229,768
2012,Price
227,750.8
2012,Price
226,741.5
2012,Price
223,744.4
2012,Price
222,752.6
2012,Price
221,728.25
2012,Price
220,700.65
2012,Price
219,695.75
2012,Price
216,693
2012,Price
215,698
2012,Price
214,709
2012,Price
213,711.55
2012,Price
212,706
2012,Price
209,693.75
2012,Price
208,687
2012,Price
207,686.2
2012,Price
206,699.5
2012,Price
205,706
2012,Price
202,712
2012,Price
201,717.4
2012,Price
200,713
2012,Price
199,724.85
2012,Price
198,727.95
2012,Price
195,725
2012,Price
194,723.9
2012,Price
193,738.5
2012,Price
192,737
2012,Price
191,737
2012,Price
188,733
2012,Price
187,726
2012,Price
186,727.55
2012,Price
185,721
2012,Price
184,717.8
2012,Price
181,712.75
2012,Price
180,701
2012,Price
179,700.3
2012,Price
178,699.9
2012,Price
177,707.3
2012,Price
174,703
2012,Price
173,696.5
2012,Price
172,702.5
2012,Price
171,699.75
2012,Price
170,709.65
2012,Price
167,699.8
2012,Price
166,693.9
2012,Price
165,692
2012,Price
164,699.4
2012,Price
163,696.9
2012,Price
160,693.7
2012,Price
159,690.5
2012,Price
158,677
2012,Price
157,658.35
2012,Price
156,650
2012,Price
153,654.9
2012,Price
152,657.5
2012,Price
151,662.8
2012,Price
150,661
2012,Price
149,656.1
2012,Price
146,654.95
2012,Price
145,656
2012,Price
144,647.55
2012,Price
143,656
2012,Price
142,653.5
2012,Price
139,648
2012,Price
138,664.35
2012,Price
137,659.9
2012,Price
136,660
2012,Price
135,669.9
2012,Price
132,662
2012,Price
131,677
2012,Price
130,671
2012,Price
129,699
2012,Price
128,698
2012,Price
125,702
2012,Price
124,715
2012,Price
123,721
2012,Price
121,720.5
2012,Price
119,717
2012,Price
118,721.5
2012,Price
117,713.6
2012,Price
116,715.45
2012,Price
115,720
2012,Price
114,734
2012,Price
111,729.5
2012,Price
110,709.9
2012,Price
109,694.9
2012,Price
108,691.5
2012,Price
107,692.05
2012,Price
104,709.65
2012,Price
103,702
2012,Price
102,700.5
2012,Price
101,695
2012,Price
100,700
2012,Price
95,705.4
2012,Price
94,717
2012,Price
93,712.8
2012,Price
90,699.9
2012,Price
89,682
2012,Price
88,694
2012,Price
87,690
2012,Price
86,688
2012,Price
83,694
2012,Price
82,706
2012,Price
81,701.55
2012,Price
80,697.9
2012,Price
79,697
2012,Price
76,696.8
2012,Price
75,669.95
2012,Price
74,681.4
2012,Price
73,669
2012,Price
72,689.9
2012,Price
69,684
2012,Price
67,681.65
2012,Price
66,691.5
2012,Price
65,683.95
2012,Price
63,684.9
2012,Price
62,689.15
2012,Price
61,709.9
2012,Price
60,717.5
2012,Price
59,711
2012,Price
58,731.45
2012,Price
55,739.15
2012,Price
54,744.65
2012,Price
53,766.85
2012,Price
52,766.4
2012,Price
48,752.6
2012,Price
47,738.9
2012,Price
46,749.9
2012,Price
45,719.7
2012,Price
44,707.55
2012,Price
41,711.8
2012,Price
40,704
2012,Price
39,697.4
2012,Price
38,720
2012,Price
37,723.85
2012,Price
34,717.65
2012,Price
33,710.65
2012,Price
32,699
2012,Price
31,677.9
2012,Price
30,699
2012,Price
27,704.2
2012,Price
25,693
2012,Price
24,689.1
2012,Price
23,666
2012,Price
20,680
2012,Price
19,696.9
2012,Price
18,710
2012,Price
17,709.4
2012,Price
16,692
2012,Price
13,698.5
2012,Price
12,688
2012,Price
11,691.7
2012,Price
10,695
2012,Price
9,655.9
2012,Price
7,659
2012,Price
6,658.8
2012,Price
5,651.5
2012,Price
4,668
2012,Price
3,681.95
2011,Price
2,692
2011,Price
364,694.7
2011,Price
363,697
2011,Price
362,707.6
2011,Price
361,711.4
2011,Price
360,706
2011,Price
357,706.95
2011,Price
356,695.9
2011,Price
355,695.85
2011,Price
354,658.3
2011,Price
353,664
2011,Price
350,687.55
2011,Price
349,674.8
2011,Price
348,704
2011,Price
347,706.2
2011,Price
346,714
2011,Price
343,720
2011,Price
342,759.6
2011,Price
341,762.55
2011,Price
339,757.4
2011,Price
336,749.9
2011,Price
335,754.4
2011,Price
334,728
2011,Price
333,729.65
2011,Price
332,723.55
2011,Price
329,724.8
2011,Price
328,718.7
2011,Price
327,706.35
2011,Price
326,730.9
2011,Price
325,744.35
2011,Price
322,760
2011,Price
321,778
2011,Price
320,780.45
2011,Price
319,794.5
2011,Price
318,849.75
2011,Price
315,844.7
2011,Price
313,840
2011,Price
312,845.9
2011,Price
308,849.8
2011,Price
307,845.9
2011,Price
306,848.9
2011,Price
305,862.95
2011,Price
304,870.05
2011,Price
301,874.75
2011,Price
299,855
2011,Price
298,856.9
2011,Price
297,814.5
2011,Price
294,809.8
2011,Price
293,811
2011,Price
292,816.5
2011,Price
291,808.9
2011,Price
290,819
2011,Price
287,809
2011,Price
286,814.5
2011,Price
285,812
2011,Price
284,814.45
2011,Price
283,810.85
2011,Price
280,804.9
2011,Price
278,794.8
2011,Price
277,813.2
2011,Price
276,817.7
2011,Price
273,819.8
2011,Price
272,820.8
2011,Price
271,800.5
2011,Price
270,799.7
2011,Price
269,780
2011,Price
266,787
2011,Price
265,807.45
2011,Price
264,817.9
2011,Price
263,819.2
2011,Price
262,802.5
2011,Price
259,814.65
2011,Price
258,810
2011,Price
257,802.6
2011,Price
256,795
2011,Price
255,788.05
2011,Price
252,802
2011,Price
251,795.95
2011,Price
250,809.8
2011,Price
249,796.5
2011,Price
248,774
2011,Price
245,770
2011,Price
242,744.55
2011,Price
241,739.9
2011,Price
238,718.45
2011,Price
237,707
2011,Price
236,711.9
2011,Price
235,717.05
2011,Price
234,722.9
2011,Price
231,726.5
2011,Price
230,734.8
2011,Price
229,737.9
2011,Price
228,746.1
2011,Price
224,744
2011,Price
223,737
2011,Price
222,733.2
2011,Price
221,701.9
2011,Price
220,679.4
2011,Price
217,668.75
2011,Price
216,708
2011,Price
215,719.45
2011,Price
214,734.4
2011,Price
213,734.95
2011,Price
210,724.5
2011,Price
209,724.25
2011,Price
208,719
2011,Price
207,752
2011,Price
206,752
2011,Price
203,725
2011,Price
202,709.9
2011,Price
201,719.9
2011,Price
200,717.7
2011,Price
199,718.9
2011,Price
196,721
2011,Price
195,721
2011,Price
194,723
2011,Price
193,724
2011,Price
192,733
2011,Price
189,737.8
2011,Price
188,728
2011,Price
187,719.8
2011,Price
186,720.7
2011,Price
185,705.95
2011,Price
182,711
2011,Price
181,705
2011,Price
180,704
2011,Price
179,698.1
2011,Price
178,699.4
2011,Price
175,674.9
2011,Price
174,656
2011,Price
173,650
2011,Price
172,641.9
2011,Price
171,647.95
2011,Price
168,660
2011,Price
167,665.45
2011,Price
166,679.9
2011,Price
165,675
2011,Price
164,670.5
2011,Price
161,668
2011,Price
160,669
2011,Price
159,666.8
2011,Price
158,666.85
2011,Price
157,666.95
2011,Price
154,673.75
2011,Price
153,669.25
2011,Price
152,682.9
2011,Price
151,678.4
2011,Price
150,712.4
2011,Price
147,705
2011,Price
146,698.5
2011,Price
145,692
2011,Price
144,689.9
2011,Price
143,690
2011,Price
140,693
2011,Price
139,682.7
2011,Price
138,676
2011,Price
137,684
2011,Price
136,685
2011,Price
133,700
2011,Price
132,705.5
2011,Price
131,704.45
2011,Price
130,716.9
2011,Price
129,724.95
2011,Price
126,719.95
2011,Price
125,714
2011,Price
124,712.4
2011,Price
123,738.7
2011,Price
122,765
2011,Price
119,769.8
2011,Price
118,773.6
2011,Price
117,774.8
2011,Price
116,770.1
2011,Price
115,778.25
2011,Price
111,774.4
2011,Price
110,769.5
2011,Price
109,734.95
2011,Price
108,739
2011,Price
105,735.05
2011,Price
103,731.5
2011,Price
101,722.4
2011,Price
98,736.4
2011,Price
97,738.7
2011,Price
96,741.3
2011,Price
95,748
2011,Price
94,746
2011,Price
91,714.5
2011,Price
90,724
2011,Price
89,711.8
2011,Price
88,689
