2011,Price
87,684.9
2011,Price
84,680
2011,Price
83,667.25
2011,Price
82,655
2011,Price
81,656
2011,Price
80,644.8
2011,Price
77,662.8
2011,Price
76,664.9
2011,Price
75,662
2011,Price
74,656.45
2011,Price
73,667.7
2011,Price
70,665.7
2011,Price
69,674
2011,Price
68,673.9
2011,Price
67,670.7
2011,Price
66,811.5
2011,Price
63,691.85
2011,Price
62,676.4
2011,Price
60,670.6
2011,Price
59,642.7
2011,Price
56,628.5
2011,Price
55,640
2011,Price
54,648.5
2011,Price
53,645
2011,Price
52,654
2011,Price
49,676
2011,Price
48,672.9
2011,Price
47,669.3
2011,Price
46,682
2011,Price
45,689
2011,Price
42,672
2011,Price
41,661.6
2011,Price
40,666
2011,Price
39,676.05
2011,Price
38,680.8
2011,Price
35,706
2011,Price
34,711.95
2011,Price
33,720
2011,Price
32,721
2011,Price
31,716
2011,Price
28,735.7
2011,Price
27,776
2011,Price
25,799
2011,Price
24,793
2011,Price
21,775.7
2011,Price
20,764.7
2011,Price
19,766
2011,Price
18,752
2011,Price
17,746
2011,Price
14,752.9
2011,Price
13,757.95
2011,Price
12,753.5
2011,Price
11,742.55
2011,Price
10,750
2011,Price
7,766
2011,Price
6,776.75
2011,Price
5,788.3
2011,Price
4,792
2010,Price
3,801.9
2010,Price
365,784.5
2010,Price
364,781.9
2010,Price
363,774.65
2010,Price
362,768.45
2010,Price
361,766.7
2010,Price
358,764.7
2010,Price
357,762.8
2010,Price
356,764.95
2010,Price
355,757.9
2010,Price
354,754.9
2010,Price
350,754
2010,Price
349,769.7
2010,Price
348,767
2010,Price
347,788
2010,Price
344,782.45
2010,Price
343,792.4
2010,Price
342,796.85
2010,Price
341,805
2010,Price
340,809.8
2010,Price
337,804.3
2010,Price
336,814
2010,Price
335,804.9
2010,Price
334,782
2010,Price
333,774
2010,Price
330,790
2010,Price
329,798.25
2010,Price
328,797
2010,Price
327,779.4
2010,Price
326,772.9
2010,Price
323,785.9
2010,Price
322,793
2010,Price
320,800.95
2010,Price
319,804
2010,Price
316,815
2010,Price
315,826.4
2010,Price
314,808.95
2010,Price
313,791.55
2010,Price
312,797
2010,Price
309,794
2010,Price
308,794
2010,Price
307,769.7
2010,Price
306,772
2010,Price
305,770.65
2010,Price
302,745
2010,Price
301,739.85
2010,Price
300,733.8
2010,Price
299,728.45
2010,Price
298,721
2010,Price
295,718
2010,Price
294,715
2010,Price
293,709.5
2010,Price
292,712
2010,Price
291,715.9
2010,Price
288,726
2010,Price
287,743.95
2010,Price
286,738
2010,Price
285,719.05
2010,Price
284,717
2010,Price
281,732.5
2010,Price
280,745.6
2010,Price
279,758.7
2010,Price
278,750
2010,Price
277,742.95
2010,Price
274,716
2010,Price
273,704.5
2010,Price
272,725
2010,Price
271,716.4
2010,Price
270,703.9
2010,Price
267,694.75
2010,Price
266,694
2010,Price
265,744.7
2010,Price
264,704.9
2010,Price
263,692
2010,Price
260,685
2010,Price
259,682.8
2010,Price
258,684.45
2010,Price
257,677.8
2010,Price
256,665
2010,Price
252,656.9
2010,Price
251,637.2
2010,Price
250,639.9
2010,Price
249,637.4
2010,Price
246,640
2010,Price
245,634.9
2010,Price
244,636.9
2010,Price
243,630
2010,Price
242,619
2010,Price
239,621
2010,Price
238,624.35
2010,Price
237,619.45
2010,Price
236,630
2010,Price
235,634.5
2010,Price
232,622
2010,Price
231,634
2010,Price
230,624.9
2010,Price
229,629.7
2010,Price
228,636
2010,Price
225,640
2010,Price
224,645
2010,Price
223,646.85
2010,Price
222,656.5
2010,Price
221,658
2010,Price
218,658
2010,Price
217,659.8
2010,Price
216,656
2010,Price
215,677
2010,Price
214,669.75
2010,Price
211,664.7
2010,Price
210,652
2010,Price
209,655.7
2010,Price
208,642.9
2010,Price
207,646
2010,Price
204,655
2010,Price
203,633.85
2010,Price
202,620.5
2010,Price
201,614
2010,Price
200,613.95
2010,Price
197,623
2010,Price
196,620.95
2010,Price
195,640
2010,Price
194,641.75
2010,Price
193,648
2010,Price
190,640.75
2010,Price
189,632.6
2010,Price
188,629.85
2010,Price
187,629
2010,Price
186,614
2010,Price
183,621.8
2010,Price
182,629
2010,Price
181,630
2010,Price
180,627
2010,Price
179,627
2010,Price
176,635.4
2010,Price
175,637.55
2010,Price
174,636.45
2010,Price
173,644.9
2010,Price
172,639.9
2010,Price
169,641
2010,Price
168,641.8
2010,Price
167,636.25
2010,Price
166,617.95
2010,Price
165,616.3
2010,Price
162,616
2010,Price
161,600
2010,Price
160,582.95
2010,Price
159,585.5
2010,Price
158,585.9
2010,Price
155,587
2010,Price
154,589
2010,Price
153,578
2010,Price
152,583.5
2010,Price
151,577.6
2010,Price
148,549.8
2010,Price
147,540
2010,Price
146,538.55
2010,Price
145,538.6
2010,Price
144,556.9
2010,Price
141,542.7
2010,Price
140,540.85
2010,Price
139,559.5
2010,Price
138,568.9
2010,Price
137,561
2010,Price
134,567
2010,Price
133,575
2010,Price
132,566
2010,Price
131,566.05
2010,Price
130,555
2010,Price
127,526.5
2010,Price
126,523
2010,Price
125,527
2010,Price
124,534.95
2010,Price
123,535.8
2010,Price
120,531.5
2010,Price
119,533.5
2010,Price
118,537.05
2010,Price
117,540.4
2010,Price
116,532
2010,Price
113,523.2
2010,Price
112,517.75
2010,Price
111,515.9
2010,Price
110,519
2010,Price
109,509.2
2010,Price
106,514
2010,Price
105,518.7
2010,Price
103,520.25
2010,Price
102,532.6
2010,Price
99,533
2010,Price
98,544
2010,Price
97,541.25
2010,Price
96,552.95
2010,Price
95,548.8
2010,Price
91,555.7
2010,Price
90,559.5
2010,Price
89,569.9
2010,Price
88,564
2010,Price
85,1084
2010,Price
84,1062.7
2010,Price
82,1059.65
2010,Price
81,1065
2010,Price
78,1091
2010,Price
77,1138.85
2010,Price
76,1141.2
2010,Price
75,1140
2010,Price
74,1140
2010,Price
71,1154
2010,Price
70,1131.75
2010,Price
69,1138.7
2010,Price
68,1141
2010,Price
67,1130
2010,Price
64,1089.85
2010,Price
63,1080
2010,Price
62,1081
2010,Price
61,1061.8
2010,Price
57,1031.5
2010,Price
56,973
2010,Price
55,979.6
2010,Price
54,993.7
2010,Price
53,1020
2010,Price
50,1016.5
2010,Price
49,1030
2010,Price
48,1040
2010,Price
47,1024
2010,Price
46,1008.8
2010,Price
42,995.9
2010,Price
41,1006
2010,Price
40,1014.75
2010,Price
39,1013.8
2010,Price
37,990
2010,Price
36,1005
2010,Price
35,1054.95
2010,Price
34,1054.45
2010,Price
33,1065.8
2010,Price
32,1055
2010,Price
29,1032.7
2010,Price
28,1046
2010,Price
27,1072.4
2010,Price
25,1154
2010,Price
22,1142.2
2010,Price
21,1170
2010,Price
20,1175
2010,Price
19,1184
2010,Price
18,1185
2010,Price
15,1184.15
2010,Price
14,1180.8
2010,Price
13,1189.8
2010,Price
12,1196.7
2010,Price
11,1174.8
2010,Price
8,1166
2010,Price
7,1178
2010,Price
6,1184
2010,Price
5,1175.9
2009,Price
4,1138
2009,Price
365,1087
2009,Price
364,1071
2009,Price
363,1074
2009,Price
358,1065.5
2009,Price
357,1046
2009,Price
356,1037.8
2009,Price
355,1061.1
2009,Price
352,1072.9
2009,Price
351,1060.95
2009,Price
350,1054
2009,Price
349,1068.55
2009,Price
348,1059
2009,Price
345,1055
2009,Price
344,1045
2009,Price
343,1044.2
2009,Price
342,1039.9
2009,Price
341,1056.9
2009,Price
338,1068
2009,Price
337,1088
2009,Price
336,1098.7
2009,Price
335,1090
2009,Price
334,1053
2009,Price
331,1042
2009,Price
330,1065
2009,Price
329,1092
2009,Price
328,1080.75
2009,Price
327,1054
2009,Price
324,1047
2009,Price
323,1029.8
2009,Price
322,1054
2009,Price
321,1056.95
2009,Price
320,1060
2009,Price
317,1049.7
2009,Price
316,1053
2009,Price
315,1040
2009,Price
314,1044.3
2009,Price
313,1011.8
2009,Price
310,988
2009,Price
309,965
2009,Price
308,934.85
2009,Price
307,951
2009,Price
303,969.9
2009,Price
302,942.35
2009,Price
301,926
2009,Price
300,941.75
2009,Price
299,941.95
2009,Price
296,935.1
2009,Price
295,910
2009,Price
294,918
2009,Price
293,941
2009,Price
290,949.9
2009,Price
289,961
2009,Price
288,980
2009,Price
287,981
2009,Price
285,920
2009,Price
282,918.8
2009,Price
281,916.7
2009,Price
280,926
2009,Price
279,915.9
2009,Price
278,920
2009,Price
274,897.7
2009,Price
273,888.1
2009,Price
272,864
2009,Price
268,884
2009,Price
267,875.9
2009,Price
266,893.8
2009,Price
265,909.8
2009,Price
261,897.45
2009,Price
260,878
2009,Price
259,865
2009,Price
258,847.8
2009,Price
257,836.9
2009,Price
254,844
2009,Price
253,852.1
2009,Price
252,853.9
2009,Price
251,875
2009,Price
250,875
2009,Price
247,874
2009,Price
246,839
2009,Price
245,872
2009,Price
244,905
2009,Price
243,867.8
2009,Price
240,831
2009,Price
239,825
2009,Price
238,825
2009,Price
237,823.85
2009,Price
236,819
2009,Price
233,804.7
2009,Price
232,779.9
2009,Price
231,781
2009,Price
230,772.5
2009,Price
229,779.8
2009,Price
226,812.5
2009,Price
225,811
2009,Price
224,791
2009,Price
223,806
2009,Price
222,858
2009,Price
219,878
2009,Price
218,926
2009,Price
217,936
2009,Price
216,942.7
2009,Price
215,929.7
2009,Price
212,892
2009,Price
211,859.5
2009,Price
210,853.7
2009,Price
209,838.5
2009,Price
208,839
2009,Price
205,835.05
2009,Price
204,808
2009,Price
203,805
2009,Price
202,800
2009,Price
201,807.3
2009,Price
198,792
2009,Price
197,741
2009,Price
196,723
2009,Price
195,711.65
2009,Price
194,694
2009,Price
191,723
2009,Price
190,740
2009,Price
189,755
2009,Price
188,757
2009,Price
187,747
2009,Price
184,747
2009,Price
183,724.35
2009,Price
182,721
2009,Price
181,715
2009,Price
180,712
2009,Price
177,712
2009,Price
176,734.4
2009,Price
175,734.45
2009,Price
174,713.9
2009,Price
173,749.5
2009,Price
170,770
2009,Price
169,760
2009,Price
168,782
2009,Price
167,781.8
2009,Price
166,775
2009,Price
163,824
2009,Price
162,822
2009,Price
161,775
2009,Price
160,749
2009,Price
159,743.8
2009,Price
156,725
2009,Price
155,713.9
2009,Price
154,735.5
2009,Price
153,749
2009,Price
152,716
2009,Price
149,700
2009,Price
148,664
2009,Price
147,634.9
2009,Price
146,647.25
2009,Price
145,654
2009,Price
142,653
2009,Price
141,675
2009,Price
140,684.9
2009,Price
139,668
2009,Price
138,576
2009,Price
135,522.9
2009,Price
134,523
2009,Price
133,529.8
2009,Price
132,525
2009,Price
131,513
2009,Price
128,524.9
2009,Price
127,539.9
2009,Price
126,538
2009,Price
125,549
2009,Price
124,569.85
2009,Price
119,491
2009,Price
118,501.55
2009,Price
117,494.4
2009,Price
114,486
2009,Price
113,450
2009,Price
112,447
2009,Price
111,451
2009,Price
110,466.8
2009,Price
107,469.7
2009,Price
106,484.8
2009,Price
105,503
2009,Price
103,458.95
2009,Price
99,461.6
2009,Price
98,461.25
2009,Price
96,485
2009,Price
92,436
2009,Price
91,412.4
2009,Price
90,385.95
2009,Price
89,384
2009,Price
86,394.5
2009,Price
85,393.95
2009,Price
84,387.85
2009,Price
83,392
2009,Price
82,373.5
2009,Price
79,359.65
2009,Price
78,369.8
2009,Price
77,379.7
2009,Price
76,384.3
2009,Price
75,382
2009,Price
72,365.5
2009,Price
71,332
2009,Price
68,319.8
2009,Price
65,318.5
2009,Price
64,319.35
2009,Price
63,319.4
2009,Price
62,327.8
2009,Price
61,325.5
2009,Price
58,323.1
2009,Price
57,326.5
2009,Price
56,320.9
2009,Price
55,298.8
2009,Price
51,288
2009,Price
50,300
2009,Price
49,298.9
2009,Price
48,310.8
2009,Price
47,333
2009,Price
44,324.55
2009,Price
43,304
2009,Price
42,286
2009,Price
41,289.9
2009,Price
40,276.15
2009,Price
37,279
2009,Price
36,285
2009,Price
35,293
2009,Price
34,299.85
2009,Price
33,301.8
2009,Price
30,303
2009,Price
29,301.65
2009,Price
28,286
2009,Price
27,275
2009,Price
23,287
2009,Price
22,301
2009,Price
21,304
2009,Price
20,305
2009,Price
19,325.5
2009,Price
16,330
2009,Price
15,323
2009,Price
14,323.15
2009,Price
13,315.7
2009,Price
12,319.9
2009,Price
9,316.4
2009,Price
7,327
2009,Price
6,325
2009,Price
5,301
2009,Price
2,293.55
2008,Price
1,284
2008,Price
366,281.45
2008,Price
365,272.7
2008,Price
364,265
2008,Price
361,287.3
2008,Price
359,296.85
2008,Price
358,305
2008,Price
357,329.95
2008,Price
354,346.9
2008,Price
353,319
2008,Price
352,314.5
2008,Price
351,308
2008,Price
350,316
2008,Price
347,301.9
2008,Price
346,297.7
2008,Price
345,306
2008,Price
343,273
2008,Price
340,263.4
2008,Price
339,256.25
2008,Price
338,255
2008,Price
337,265
2008,Price
336,287
2008,Price
333,288
2008,Price
331,284
2008,Price
330,305
2008,Price
329,314.9
2008,Price
326,318.45
2008,Price
325,318.4
2008,Price
324,321.9
2008,Price
323,320
2008,Price
322,338
2008,Price
319,354
2008,Price
317,360
2008,Price
316,390
2008,Price
315,393.5
2008,Price
312,385
2008,Price
311,403
2008,Price
310,410
2008,Price
309,403
2008,Price
308,399.75
2008,Price
305,389.95
2008,Price
303,310.7
2008,Price
302,285
2008,Price
301,300
2008,Price
298,345
2008,Price
297,384.85
2008,Price
296,406
2008,Price
295,444.8
2008,Price
294,450
2008,Price
291,460
2008,Price
290,470
2008,Price
289,507.5
2008,Price
288,536
2008,Price
287,530
2008,Price
284,493.5
2008,Price
282,488
2008,Price
281,515
2008,Price
280,515.95
2008,Price
277,519.5
2008,Price
275,527.45
2008,Price
274,534.95
2008,Price
273,533.5
2008,Price
270,558.25
2008,Price
269,570
2008,Price
268,565.8
2008,Price
267,558.9
2008,Price
266,557
2008,Price
263,578.65
2008,Price
262,558.45
2008,Price
261,544.8
2008,Price
260,549.3
2008,Price
259,547.1
2008,Price
256,572.95
2008,Price
255,574
2008,Price
254,582
2008,Price
253,588.6
2008,Price
252,604
2008,Price
249,585
2008,Price
248,599
2008,Price
246,594.05
2008,Price
245,578
2008,Price
242,581.95
2008,Price
241,582
2008,Price
240,580.5
2008,Price
239,578
2008,Price
238,567.85
2008,Price
235,554.9
2008,Price
234,553.9
2008,Price
233,569.95
2008,Price
232,564.5
2008,Price
231,587
2008,Price
227,587.8
2008,Price
226,597.8
2008,Price
225,609
2008,Price
224,594
2008,Price
221,580
2008,Price
220,587.2
2008,Price
219,573
2008,Price
218,554
2008,Price
217,528.8
2008,Price
214,529.1
2008,Price
213,526
2008,Price
212,520.1
2008,Price
211,535
2008,Price
210,550
2008,Price
207,550
2008,Price
206,570
2008,Price
205,573
2008,Price
204,553.9
2008,Price
203,537.9
2008,Price
200,528
2008,Price
199,523.9
2008,Price
198,524
2008,Price
197,540
2008,Price
196,555
2008,Price
193,545
2008,Price
192,540.9
2008,Price
191,542
2008,Price
190,522.7
2008,Price
189,503.1
2008,Price
186,489
2008,Price
185,473
2008,Price
184,484
2008,Price
183,489.9
2008,Price
182,514
2008,Price
179,540
2008,Price
178,579
2008,Price
177,546
2008,Price
176,561
2008,Price
175,573.6
2008,Price
172,585
2008,Price
171,580
2008,Price
170,577.25
2008,Price
169,579.75
2008,Price
168,669
2008,Price
165,583
2008,Price
164,584
2008,Price
163,580
2008,Price
162,572.8
2008,Price
161,575.95
2008,Price
158,590
2008,Price
157,571
2008,Price
156,591
2008,Price
155,602
2008,Price
154,607.95
2008,Price
151,616
2008,Price
150,649.5
2008,Price
149,653
2008,Price
148,649.55
2008,Price
147,650
2008,Price
144,669
2008,Price
143,657.7
2008,Price
142,670
2008,Price
141,662
2008,Price
137,669.9
2008,Price
136,669
2008,Price
135,674.9
2008,Price
134,671.5
2008,Price
133,674.9
2008,Price
130,680
2008,Price
129,683
2008,Price
128,676.5
2008,Price
127,679.5
2008,Price
126,705
2008,Price
123,703.5
2008,Price
121,678
2008,Price
120,646
2008,Price
119,643
2008,Price
116,642
2008,Price
115,639
2008,Price
114,638.8
2008,Price
113,637
2008,Price
112,650
2008,Price
108,642.6
2008,Price
107,634.8
2008,Price
106,626.5
2008,Price
102,624
2008,Price
101,627.4
2008,Price
100,618
2008,Price
99,619
2008,Price
98,629
2008,Price
95,646
2008,Price
94,681
2008,Price
93,680
2008,Price
92,715
2008,Price
91,717.75
2008,Price
88,699
2008,Price
87,695
2008,Price
86,687.95
2008,Price
85,682
2008,Price
84,682
2008,Price
79,681.9
2008,Price
78,641
2008,Price
77,643
2008,Price
74,669
2008,Price
73,678.9
2008,Price
72,693.5
2008,Price
71,686
2008,Price
70,682
2008,Price
67,689.5
2008,Price
65,703.9
2008,Price
64,721
2008,Price
63,708.5
2008,Price
60,703.1
2008,Price
59,684
2008,Price
58,678.4
2008,Price
57,643
2008,Price
56,635
2008,Price
53,649
2008,Price
52,655
2008,Price
51,669.5
2008,Price
50,665
2008,Price
49,647.75
2008,Price
46,622
2008,Price
45,605
2008,Price
44,595
2008,Price
43,611
2008,Price
42,659
2008,Price
39,668
2008,Price
38,677
2008,Price
37,674
2008,Price
36,698
2008,Price
35,700
2008,Price
32,692
2008,Price
31,708.8
2008,Price
30,708
2008,Price
29,712.8
2008,Price
28,695
2008,Price
25,680
2008,Price
24,670
2008,Price
23,690
2008,Price
22,695
2008,Price
21,735
2008,Price
18,755
2008,Price
17,761
2008,Price
16,755.05
2008,Price
15,780
2008,Price
14,805
2008,Price
11,810
2008,Price
10,828
2008,Price
9,835
2008,Price
8,842
2008,Price
7,828
2008,Price
4,839.7
2008,Price
3,870
2008,Price
2,870.1
2007,Price
1,872
2007,Price
365,867.8
2007,Price
362,839.8
2007,Price
361,843.9
2007,Price
360,849.9
2007,Price
358,825
2007,Price
354,807
2007,Price
353,820
2007,Price
352,780
2007,Price
351,800
2007,Price
348,805
2007,Price
347,814.7
2007,Price
346,789.4
2007,Price
345,789
2007,Price
344,798.55
2007,Price
341,800
2007,Price
340,800
2007,Price
339,792
2007,Price
338,777
2007,Price
337,767
2007,Price
334,744.15
2007,Price
333,731
2007,Price
332,724
2007,Price
331,720
2007,Price
330,732
2007,Price
327,728
2007,Price
326,719
2007,Price
325,748
2007,Price
324,762
2007,Price
323,755
2007,Price
320,737
2007,Price
319,727.7
2007,Price
318,730
2007,Price
317,725
2007,Price
316,735
2007,Price
313,785
2007,Price
312,764
2007,Price
311,772.9
2007,Price
310,768
2007,Price
309,760
2007,Price
306,762
2007,Price
305,770
2007,Price
304,764
2007,Price
303,795
2007,Price
302,830
2007,Price
299,808.4
2007,Price
298,780
2007,Price
297,787.5
2007,Price
296,784.25
2007,Price
295,760
2007,Price
292,773
2007,Price
291,814
2007,Price
290,790.4
2007,Price
289,845
2007,Price
288,857
2007,Price
285,850
2007,Price
284,825
2007,Price
283,765.8
2007,Price
282,741.5
2007,Price
281,761
2007,Price
278,765
2007,Price
277,778.7
2007,Price
276,801
2007,Price
274,776
2007,Price
271,765
2007,Price
270,770
2007,Price
269,775
2007,Price
268,799
2007,Price
267,790
2007,Price
264,776
2007,Price
263,807.95
2007,Price
262,747.9
2007,Price
261,712
2007,Price
260,704.7
2007,Price
257,718.9
2007,Price
256,709.4
2007,Price
255,712
2007,Price
254,711.2
2007,Price
253,707.95
2007,Price
250,735
2007,Price
249,723.85
2007,Price
248,724
2007,Price
247,728
2007,Price
246,725
2007,Price
243,722.15
2007,Price
242,679.4
2007,Price
241,660
2007,Price
240,668.9
2007,Price
239,660
2007,Price
236,643
2007,Price
235,644.95
2007,Price
234,635
2007,Price
233,650
2007,Price
232,670
2007,Price
229,660.8
2007,Price
228,675
2007,Price
226,700
2007,Price
225,691.8
2007,Price
222,680
2007,Price
221,702
2007,Price
220,694
2007,Price
219,698
2007,Price
218,686
2007,Price
215,691.5
2007,Price
214,705
2007,Price
213,725.05
2007,Price
212,760
2007,Price
211,778
2007,Price
208,788.7
2007,Price
207,805
2007,Price
206,796
2007,Price
205,829.7
2007,Price
204,830.05
2007,Price
201,832
2007,Price
200,829
2007,Price
199,812
2007,Price
198,827
2007,Price
197,838
2007,Price
194,832
2007,Price
193,811
2007,Price
192,792
2007,Price
191,791
2007,Price
190,794
2007,Price
187,797
2007,Price
186,772
2007,Price
185,749.8
2007,Price
184,744.9
2007,Price
183,744.8
2007,Price
180,730
2007,Price
179,726.35
2007,Price
178,740
2007,Price
177,745
2007,Price
176,749
2007,Price
173,738
2007,Price
172,731.5
2007,Price
171,719.9
2007,Price
170,704
2007,Price
169,709
2007,Price
166,713.95
2007,Price
165,704
2007,Price
164,704
2007,Price
163,720.5
2007,Price
162,730
2007,Price
159,738
2007,Price
158,755
2007,Price
157,757.7
2007,Price
156,759.9
2007,Price
155,784
2007,Price
152,770
2007,Price
151,767.4
2007,Price
150,770.85
2007,Price
149,770
2007,Price
148,748
2007,Price
145,734
2007,Price
144,739
2007,Price
143,740
2007,Price
142,746.1
2007,Price
141,739
2007,Price
138,735
2007,Price
137,734
2007,Price
136,727.5
2007,Price
135,731.7
2007,Price
134,735
2007,Price
131,740
2007,Price
130,774
2007,Price
129,761
2007,Price
128,785.1
2007,Price
127,800
2007,Price
124,802
2007,Price
123,799
2007,Price
120,781
2007,Price
117,775
2007,Price
116,777
2007,Price
115,771.1
2007,Price
114,754.95
2007,Price
113,758
2007,Price
110,752
2007,Price
109,744.7
2007,Price
108,758.5
2007,Price
107,769.8
2007,Price
106,765
2007,Price
103,747
2007,Price
102,723
2007,Price
101,734.9
2007,Price
100,739
2007,Price
99,738
2007,Price
95,720
2007,Price
94,741.9
2007,Price
93,735
2007,Price
92,774
2007,Price
89,785.2
2007,Price
88,769.6
2007,Price
87,780
2007,Price
85,806.4
2007,Price
82,803
2007,Price
81,786
2007,Price
80,759.9
2007,Price
79,750
2007,Price
78,744
2007,Price
75,752
2007,Price
74,762
2007,Price
73,755
2007,Price
72,765
2007,Price
71,749
2007,Price
68,793.8
2007,Price
67,779.6
2007,Price
66,775
2007,Price
65,735
2007,Price
64,772
2007,Price
61,811
2007,Price
60,817
2007,Price
59,854
2007,Price
58,869
2007,Price
57,870
2007,Price
54,880
2007,Price
53,912
2007,Price
52,903
2007,Price
51,894
2007,Price
50,912.25
2007,Price
46,905
2007,Price
45,875
2007,Price
44,909
2007,Price
43,920
2007,Price
40,942
2007,Price
39,949.8
2007,Price
38,950.75
2007,Price
37,947
2007,Price
36,942
2007,Price
33,926
2007,Price
32,911.4
2007,Price
31,933
2007,Price
29,936.8
2007,Price
25,928
2007,Price
24,926.8
2007,Price
23,945.45
2007,Price
22,945
2007,Price
19,974.85
2007,Price
18,984
2007,Price
17,998
2007,Price
16,1002
2007,Price
15,957.4
2007,Price
12,939
2007,Price
11,919
2007,Price
10,897.8
2007,Price
9,930
2007,Price
8,909.8
2007,Price
5,936.1
2007,Price
4,947.9
2007,Price
3,972
2006,Price
2,965
2006,Price
363,909.95
2006,Price
362,902
2006,Price
361,899
2006,Price
360,893
2006,Price
356,879.75
2006,Price
355,866.95
2006,Price
354,826
2006,Price
353,817
2006,Price
352,820
2006,Price
349,812
2006,Price
348,796.7
2006,Price
347,781.9
2006,Price
346,805
2006,Price
345,855
2006,Price
342,850.85
2006,Price
341,850
2006,Price
340,849
2006,Price
339,858
2006,Price
338,865
2006,Price
335,847
2006,Price
334,826.95
2006,Price
333,829.9
2006,Price
332,836.8
2006,Price
331,847
2006,Price
328,842
2006,Price
327,846.6
2006,Price
326,848
2006,Price
325,849.4
2006,Price
324,825
2006,Price
321,830
2006,Price
320,833.8
2006,Price
319,840.5
2006,Price
318,845
2006,Price
317,853
2006,Price
314,848.5
2006,Price
313,833
2006,Price
312,789
2006,Price
311,793
2006,Price
310,775
2006,Price
307,779.8
2006,Price
306,785
2006,Price
305,790
2006,Price
304,794
2006,Price
303,806.7
2006,Price
300,768.5
2006,Price
299,748
2006,Price
296,704.8
2006,Price
294,708.85
2006,Price
293,707.8
2006,Price
292,697.95
2006,Price
291,698.85
2006,Price
290,697.85
2006,Price
289,703.95
2006,Price
286,704.8
2006,Price
285,700.25
2006,Price
284,705
2006,Price
283,702
2006,Price
282,704.8
2006,Price
279,707.9
2006,Price
278,694
2006,Price
277,696
2006,Price
276,695.25
2006,Price
272,684
2006,Price
271,677.4
2006,Price
270,688
2006,Price
269,666
2006,Price
268,667.3
2006,Price
265,657.75
2006,Price
264,652.95
2006,Price
263,648.5
2006,Price
262,661
2006,Price
261,655
2006,Price
258,649.4
2006,Price
257,649.7
2006,Price
256,648.7
2006,Price
255,635
2006,Price
254,647.1
2006,Price
251,652.5
2006,Price
250,649.5
2006,Price
249,661.7
2006,Price
248,665
2006,Price
247,668
2006,Price
244,664
2006,Price
243,660.85
2006,Price
242,665
2006,Price
241,660
2006,Price
240,664.4
2006,Price
237,656.8
2006,Price
236,644.9
2006,Price
235,661
2006,Price
234,674.9
2006,Price
233,667.8
2006,Price
230,655
2006,Price
229,648.5
2006,Price
228,645
2006,Price
226,621.8
2006,Price
223,624.9
2006,Price
222,620
2006,Price
221,621
2006,Price
220,601.5
2006,Price
219,599.8
2006,Price
216,602.15
2006,Price
215,605.9
2006,Price
214,609.7
2006,Price
213,591
2006,Price
212,594
2006,Price
209,584.85
2006,Price
208,583.95
2006,Price
207,569.8
2006,Price
206,542.9
2006,Price
205,524
2006,Price
202,533
2006,Price
201,543
2006,Price
200,554.75
2006,Price
199,559
2006,Price
198,590
2006,Price
195,592
2006,Price
194,611
2006,Price
193,615
2006,Price
192,616.85
2006,Price
191,618
2006,Price
188,627
2006,Price
187,627
2006,Price
186,632.9
2006,Price
185,635
2006,Price
184,629
2006,Price
181,630
2006,Price
180,610.95
2006,Price
179,587.8
2006,Price
178,576.9
2006,Price
177,580
2006,Price
176,589.9
2006,Price
174,593.25
2006,Price
173,584
2006,Price
172,551
2006,Price
171,555
2006,Price
170,564.75
2006,Price
167,578.8
2006,Price
166,560
2006,Price
165,543.65
2006,Price
164,544.7
2006,Price
163,578.8
2006,Price
160,566
2006,Price
159,539.8
2006,Price
158,577.65
2006,Price
157,600
2006,Price
156,614.9
2006,Price
153,608
2006,Price
152,628
2006,Price
151,619.7
2006,Price
150,635.5
2006,Price
149,612.9
2006,Price
146,618.5
2006,Price
145,601
2006,Price
144,624
2006,Price
143,624.9
2006,Price
142,649.75
2006,Price
139,684.4
2006,Price
138,700
2006,Price
137,712
2006,Price
136,690.05
2006,Price
135,706
2006,Price
132,710
2006,Price
131,719
2006,Price
130,715.05
2006,Price
129,717
2006,Price
128,692
2006,Price
125,688
2006,Price
124,673
2006,Price
123,646
2006,Price
122,639.8
2006,Price
119,638
2006,Price
118,630
2006,Price
117,653
2006,Price
116,647
2006,Price
115,649.8
2006,Price
114,651
2006,Price
111,651
2006,Price
110,649.95
2006,Price
109,645.4
2006,Price
108,643
2006,Price
107,634
2006,Price
103,624.45
2006,Price
102,647.9
2006,Price
100,654.95
2006,Price
97,665
2006,Price
95,662
2006,Price
94,658.4
2006,Price
93,644
2006,Price
90,640
2006,Price
89,649.85
2006,Price
88,651
2006,Price
87,640.85
2006,Price
86,641.5
2006,Price
83,626.05
2006,Price
82,629
2006,Price
81,631
2006,Price
80,633
2006,Price
79,635
2006,Price
76,632
2006,Price
75,622
2006,Price
73,625
2006,Price
72,629
2006,Price
69,628
2006,Price
68,621
2006,Price
67,647.9
2006,Price
66,651
2006,Price
65,638.65
2006,Price
62,618
2006,Price
61,625.45
2006,Price
60,612
2006,Price
59,596.95
2006,Price
58,591.7
2006,Price
55,591.95
2006,Price
54,594.7
2006,Price
53,594.95
2006,Price
52,601.85
2006,Price
51,602
2006,Price
48,617.35
2006,Price
47,617
2006,Price
46,616
2006,Price
45,627
2006,Price
44,600.05
2006,Price
41,591
2006,Price
39,588.9
2006,Price
38,589.45
2006,Price
37,568
