2016,0.71104315982356803
2015,-0.29346749116541743
2014,0.59424149060415199
2013,-0.55124789826846787
2012,-0.70242058780860162
2011,-0.71788458433655844
2010,-0.6814180741075474
2009,-0.39328816155235913
2008,-0.26122019988689571
2007,-0.17529832567943426
2006,-0.030981619639017667
2005,0.12763498975605958
2004,0.24540428121688657
2003,0.32370018944055562
2002,0.37888128846859542
2001,0.4211247625162155
2000,0.44827973694089002
1999,0.47138937856774438
1998,0.49176589400985588
1997,0.50802188306593477
1996,0.52000574240961206
1995,0.52411513491192019
1994,0.52934153027504638
1993,0.5386366995398757
1992,0.54465888837017584
1991,0.55293298221827214
